,make_model,price,gearing_type,km,kw,age
4608,Audi A3,22900.0,Automatic,15482.0,85.0,0.0
4609,Audi A3,22900.0,Automatic,17976.0,85.0,0.0
4610,Audi A3,22900.0,Automatic,1.0,85.0,0.0
4611,Audi A3,22900.0,Automatic,25142.0,85.0,0.0
4612,Audi A3,22812.0,Automatic,24205.0,110.0,0.0
4613,Audi A3,22800.0,Automatic,20000.0,85.0,0.0
4614,Audi A3,22788.0,Automatic,10.0,110.0,0.0
4615,Audi A3,22700.0,Automatic,23900.0,85.0,0.0
4616,Audi A3,22700.0,Automatic,20978.0,85.0,0.0
4617,Audi A3,22788.0,Automatic,10.0,110.0,0.0
4618,Audi A3,22700.0,Automatic,20978.0,85.0,0.0
4619,Audi A3,22790.0,Automatic,8700.0,85.0,0.0
4620,Audi A3,22750.0,Automatic,11133.0,85.0,0.0
4621,Audi A3,22750.0,Automatic,9200.0,85.0,1.0
4622,Audi A3,22690.0,Automatic,9990.0,85.0,1.0
4623,Audi A3,22600.0,Automatic,27000.0,85.0,0.0
4624,Audi A3,22690.0,Automatic,17771.0,85.0,1.0
4625,Audi A3,22675.0,Automatic,26382.0,110.0,0.0
4626,Audi A3,22650.0,Automatic,7727.0,85.0,0.0
4627,Audi A3,22650.0,Automatic,7727.0,85.0,0.0
4628,Audi A3,22640.0,Automatic,9380.0,85.0,1.0
4629,Audi A3,22600.0,Automatic,19000.0,85.0,0.0
4630,Audi A3,23200.0,Automatic,23184.0,85.0,0.0
4631,Audi A3,23200.0,Automatic,1.0,85.0,0.0
4632,Audi A3,23150.0,Automatic,19534.0,85.0,0.0
4633,Audi A3,23150.0,Automatic,20000.0,85.0,0.0
4634,Audi A3,23100.0,Automatic,22081.0,110.0,0.0
4635,Audi A3,23000.0,Automatic,10.0,85.0,0.0
4636,Audi A3,23200.0,Automatic,23214.0,85.0,0.0
4637,Audi A3,23000.0,Automatic,9800.0,85.0,0.0
4638,Audi A3,22999.0,Automatic,18000.0,110.0,0.0
4639,Audi A3,22999.0,Automatic,22633.0,85.0,0.0
4640,Audi A3,23000.0,Automatic,15.0,85.0,0.0
4641,Audi A3,22999.0,Automatic,22420.0,85.0,0.0
4642,Audi A3,22999.0,Automatic,11021.0,85.0,0.0
4643,Audi A3,22999.0,Automatic,12103.0,110.0,1.0
4644,Audi A3,22999.0,Automatic,15193.0,85.0,0.0
4645,Audi A3,22999.0,Automatic,19279.0,85.0,0.0
4646,Audi A3,22900.0,Automatic,18000.0,85.0,0.0
4647,Audi A3,22900.0,Automatic,13500.0,81.0,0.0
4648,Audi A3,22900.0,Automatic,14272.0,85.0,0.0
4649,Audi A3,22900.0,Automatic,1.0,85.0,0.0
4650,Audi A3,22990.0,Automatic,25444.0,85.0,0.0
4651,Audi A3,22995.0,Automatic,1.0,85.0,0.0
4652,Audi A3,22900.0,Automatic,40000.0,85.0,0.0
4653,Audi A3,22900.0,Automatic,20812.0,85.0,0.0
4654,Audi A3,22900.0,Automatic,20938.0,85.0,0.0
4655,Audi A3,22900.0,Automatic,27500.0,85.0,0.0
4656,Audi A3,22900.0,Automatic,19755.0,85.0,0.0
4657,Audi A3,22900.0,Automatic,18180.0,85.0,0.0
4658,Audi A3,22900.0,Automatic,1.0,85.0,0.0
4659,Audi A3,22900.0,Automatic,13450.0,85.0,0.0
4660,Audi A3,22900.0,Automatic,12780.0,85.0,0.0
4661,Audi A3,22900.0,Automatic,16000.0,85.0,0.0
4662,Audi A3,22900.0,Automatic,18180.0,85.0,0.0
4663,Audi A3,22550.0,Automatic,15900.0,85.0,1.0
4664,Audi A3,22890.0,Automatic,9000.0,85.0,0.0
4665,Audi A3,22890.0,Automatic,8050.0,85.0,1.0
4666,Audi A3,22820.0,Automatic,27350.0,110.0,0.0
4667,Audi A3,22590.0,Automatic,17700.0,85.0,1.0
4668,Audi A3,22880.0,Automatic,25500.0,85.0,0.0
4669,Audi A3,22895.0,Automatic,1.0,110.0,0.0
4670,Audi A3,22500.0,Automatic,19100.0,85.0,0.0
4671,Audi A3,22500.0,Automatic,28161.0,85.0,0.0
4672,Audi A3,22500.0,Automatic,6000.0,85.0,0.0
4673,Audi A3,22500.0,Automatic,11061.0,85.0,0.0
4674,Audi A3,22500.0,Automatic,12000.0,85.0,0.0
4675,Audi A3,22500.0,Automatic,25760.0,85.0,0.0
4676,Audi A3,22500.0,Automatic,10395.0,85.0,0.0
4677,Audi A3,22500.0,Automatic,19840.0,85.0,0.0
4678,Audi A3,22500.0,Automatic,24395.0,85.0,0.0
4679,Audi A3,22500.0,Automatic,7000.0,85.0,0.0
4680,Audi A3,22500.0,Automatic,18242.0,81.0,0.0
4681,Audi A3,22500.0,Automatic,22000.0,85.0,0.0
4682,Audi A3,22500.0,Automatic,25000.0,85.0,0.0
4683,Audi A3,22500.0,Automatic,15389.0,85.0,0.0
4684,Audi A3,22500.0,Automatic,29000.0,85.0,1.0
4685,Audi A3,22500.0,Automatic,18242.0,81.0,0.0
4686,Audi A3,22500.0,Automatic,20501.0,85.0,0.0
4687,Audi A3,22500.0,Automatic,35599.0,81.0,0.0
4688,Audi A3,22500.0,Automatic,12409.0,85.0,0.0
4689,Audi A3,22500.0,Automatic,20979.0,85.0,0.0
4690,Audi A3,22500.0,Automatic,18000.0,110.0,0.0
4691,Audi A3,22500.0,Automatic,33231.0,85.0,0.0
4692,Audi A3,22500.0,Automatic,37.0,85.0,0.0
4693,Audi A3,22500.0,Automatic,16426.0,85.0,0.0
4694,Audi A3,22500.0,Automatic,14040.0,85.0,0.0
4695,Audi A3,22500.0,Automatic,20000.0,110.0,0.0
4696,Audi A3,22499.0,Automatic,0.0,110.0,0.0
4697,Audi A3,22499.0,Automatic,31742.0,85.0,0.0
4698,Audi A3,22499.0,Automatic,10.0,85.0,0.0
4699,Audi A3,22499.0,Automatic,30719.0,85.0,0.0
4700,Audi A3,22500.0,Automatic,19736.0,85.0,0.0
4701,Audi A3,22490.0,Automatic,25600.0,85.0,1.0
4702,Audi A3,22490.0,Automatic,18885.0,85.0,1.0
4703,Audi A3,22490.0,Automatic,42260.0,85.0,0.0
4704,Audi A3,22490.0,Automatic,23000.0,85.0,0.0
4705,Audi A3,22450.0,Automatic,26759.0,85.0,1.0
4706,Audi A3,22450.0,Automatic,17869.0,85.0,1.0
4707,Audi A3,22450.0,Automatic,17869.0,85.0,1.0
4708,Audi A3,22450.0,Automatic,19251.0,85.0,0.0
4709,Audi A3,22440.0,Automatic,11000.0,85.0,0.0
4710,Audi A3,22350.0,Automatic,21921.0,85.0,1.0
4711,Audi A3,22440.0,Automatic,4585.0,85.0,1.0
4712,Audi A3,22400.0,Automatic,9500.0,85.0,0.0
4713,Audi A3,22300.0,Automatic,6810.0,85.0,0.0
4714,Audi A3,22350.0,Automatic,21921.0,85.0,1.0
4715,Audi A3,22300.0,Automatic,12470.0,85.0,0.0
4716,Audi A3,22300.0,Automatic,9570.0,85.0,0.0
4717,Audi A3,20341.0,Manual,1.0,85.0,0.0
4718,Audi A3,20450.0,Manual,18112.0,85.0,1.0
4719,Audi A3,20450.0,Manual,32440.0,85.0,0.0
4720,Audi A3,20450.0,Manual,14000.0,85.0,0.0
4721,Audi A3,20450.0,Manual,14541.0,85.0,1.0
4722,Audi A3,20450.0,Manual,15101.0,85.0,1.0
4723,Audi A3,20450.0,Manual,10935.0,85.0,1.0
4724,Audi A3,20450.0,Manual,26713.0,85.0,0.0
4725,Audi A3,20450.0,Manual,14541.0,85.0,1.0
4726,Audi A3,20900.0,Manual,30800.0,85.0,0.0
4727,Audi A3,20450.0,Manual,20484.0,85.0,0.0
4728,Audi A3,20550.0,Manual,2195.0,110.0,0.0
4729,Audi A3,20900.0,Manual,10.0,85.0,0.0
4730,Audi A3,20990.0,Manual,41300.0,85.0,0.0
4731,Audi A3,21350.0,Manual,18900.0,85.0,1.0
4732,Audi A3,21000.0,Manual,40000.0,85.0,1.0
4733,Audi A3,20989.0,Manual,6075.0,85.0,0.0
4734,Audi A3,20990.0,Manual,50.0,85.0,0.0
4735,Audi A3,21450.0,Manual,0.0,85.0,0.0
4736,Audi A3,21450.0,Manual,9400.0,85.0,1.0
4737,Audi A3,21000.0,Manual,14186.0,85.0,0.0
4738,Audi A3,21490.0,Manual,15500.0,85.0,0.0
4739,Audi A3,21299.0,Manual,15500.0,85.0,0.0
4740,Audi A3,21295.0,Manual,13500.0,85.0,0.0
4741,Audi A3,21220.0,Manual,1.0,85.0,0.0
4742,Audi A3,21500.0,Manual,17000.0,85.0,0.0
4743,Audi A3,21500.0,Manual,22969.0,85.0,0.0
4744,Audi A3,21500.0,Manual,19000.0,85.0,0.0
4745,Audi A3,21500.0,Manual,20702.0,85.0,0.0
4746,Audi A3,21500.0,Manual,5000.0,85.0,0.0
4747,Audi A3,21500.0,Manual,1.0,85.0,0.0
4748,Audi A3,21500.0,Manual,1.0,85.0,0.0
4749,Audi A3,21500.0,Manual,20300.0,85.0,0.0
4750,Audi A3,21500.0,Manual,16800.0,85.0,0.0
4751,Audi A3,21500.0,Manual,9800.0,85.0,0.0
4752,Audi A3,21500.0,Manual,23000.0,85.0,0.0
4753,Audi A3,21500.0,Manual,22111.0,85.0,0.0
4754,Audi A3,21500.0,Manual,4103.0,85.0,0.0
4755,Audi A3,21500.0,Manual,28000.0,85.0,0.0
4756,Audi A3,21500.0,Manual,26800.0,85.0,0.0
4757,Audi A3,21500.0,Manual,12150.0,85.0,0.0
4758,Audi A3,21500.0,Manual,28039.0,85.0,0.0
4759,Audi A3,21500.0,Manual,12154.0,85.0,0.0
4760,Audi A3,21500.0,Manual,21426.0,85.0,0.0
4761,Audi A3,21500.0,Manual,21132.0,85.0,0.0
4762,Audi A3,21500.0,Manual,28913.0,85.0,0.0
4763,Audi A3,21500.0,Manual,13494.0,85.0,0.0
4764,Audi A3,21500.0,Manual,20456.0,85.0,0.0
4765,Audi A3,21500.0,Manual,17400.0,85.0,0.0
4766,Audi A3,21500.0,Manual,14706.0,85.0,0.0
4767,Audi A3,21500.0,Manual,11777.0,85.0,0.0
4768,Audi A3,21500.0,Manual,30925.0,85.0,0.0
4769,Audi A3,21500.0,Manual,12000.0,85.0,0.0
4770,Audi A3,21500.0,Manual,28000.0,85.0,0.0
4771,Audi A3,21500.0,Manual,26892.0,85.0,0.0
4772,Audi A3,21495.0,Manual,16200.0,85.0,0.0
4773,Audi A3,21500.0,Manual,25910.0,85.0,0.0
4774,Audi A3,21490.0,Manual,24500.0,85.0,0.0
4775,Audi A3,21490.0,Manual,5350.0,85.0,1.0
4776,Audi A3,21500.0,Manual,16094.0,85.0,0.0
4777,Audi A3,21490.0,Manual,9000.0,85.0,0.0
4778,Audi A3,21490.0,Manual,14800.0,85.0,0.0
4779,Audi A3,21490.0,Manual,12293.0,85.0,0.0
4780,Audi A3,21490.0,Manual,5000.0,85.0,1.0
4781,Audi A3,21490.0,Manual,19200.0,85.0,0.0
4782,Audi A3,21490.0,Manual,6600.0,85.0,0.0
4783,Audi A3,21490.0,Manual,19050.0,85.0,0.0
4784,Audi A3,21300.0,Manual,33178.0,85.0,0.0
4785,Audi A3,21490.0,Manual,15000.0,85.0,1.0
4786,Audi A3,21490.0,Manual,15500.0,85.0,0.0
4787,Audi A3,21480.0,Manual,11279.0,85.0,1.0
4788,Audi A3,21200.0,Manual,1.0,85.0,0.0
4789,Audi A3,21200.0,Manual,19500.0,85.0,0.0
4790,Audi A3,21200.0,Manual,27674.0,85.0,0.0
4791,Audi A3,21480.0,Manual,18500.0,85.0,0.0
4792,Audi A3,21200.0,Manual,19500.0,85.0,0.0
4793,Audi A3,21150.0,Manual,21459.0,85.0,1.0
4794,Audi A3,21150.0,Manual,10700.0,85.0,1.0
4795,Audi A3,21100.0,Manual,1.0,85.0,0.0
4796,Audi A3,21100.0,Manual,0.0,85.0,0.0
4797,Audi A3,21150.0,Manual,21459.0,85.0,1.0
4798,Audi A3,21000.0,Manual,37000.0,85.0,0.0
4799,Audi A3,21200.0,Manual,19500.0,85.0,0.0
4800,Audi A3,21000.0,Manual,18000.0,85.0,0.0
4801,Audi A3,21000.0,Manual,17596.0,85.0,0.0
4802,Audi A3,21480.0,Manual,22700.0,110.0,0.0
4803,Audi A3,21000.0,Manual,23900.0,85.0,0.0
4804,Audi A3,21000.0,Manual,21900.0,85.0,0.0
4805,Audi A3,21480.0,Manual,32191.0,85.0,0.0
4806,Audi A3,21480.0,Manual,16900.0,85.0,0.0
4807,Audi A3,21480.0,Manual,14463.0,85.0,0.0
4808,Audi A3,21480.0,Manual,7780.0,85.0,1.0
4809,Audi A3,21461.0,Manual,24531.0,85.0,0.0
4810,Audi A3,21480.0,Manual,8015.0,85.0,1.0
4811,Audi A3,21478.0,Manual,8604.0,85.0,1.0
4812,Audi A3,21480.0,Manual,6265.0,85.0,1.0
4813,Audi A3,21463.0,Manual,1.0,85.0,0.0
4814,Audi A3,21461.0,Manual,21708.0,85.0,0.0
4815,Audi A3,21461.0,Manual,20719.0,85.0,0.0
4816,Audi A3,21450.0,Manual,9000.0,85.0,0.0
4817,Audi A3,21450.0,Manual,1250.0,85.0,1.0
4818,Audi A3,21450.0,Manual,12000.0,85.0,0.0
4819,Audi A3,21449.0,Manual,1250.0,85.0,1.0
4820,Audi A3,21449.0,Manual,1250.0,85.0,1.0
4821,Audi A3,21444.0,Manual,26174.0,85.0,0.0
4822,Audi A3,21400.0,Manual,20500.0,85.0,0.0
4823,Audi A3,21400.0,Manual,24500.0,85.0,0.0
4824,Audi A3,21415.0,Manual,6853.0,85.0,1.0
4825,Audi A3,21400.0,Manual,19900.0,85.0,0.0
4826,Audi A3,21388.0,Manual,10.0,110.0,0.0
4827,Audi A3,21400.0,Manual,10500.0,85.0,1.0
4828,Audi A3,21388.0,Manual,10.0,110.0,0.0
4829,Audi A3,21386.0,Manual,1.0,110.0,0.0
4830,Audi A3,21380.0,Manual,16856.0,85.0,0.0
4831,Audi A3,21370.0,Manual,1.0,85.0,0.0
4832,Audi A3,21350.0,Manual,25080.0,110.0,1.0
4833,Audi A3,21375.0,Manual,33.0,85.0,0.0
4834,Audi A3,21000.0,Manual,17784.0,85.0,0.0
4835,Audi A3,21000.0,Manual,17784.0,85.0,0.0
4836,Audi A3,21000.0,Manual,8000.0,85.0,0.0
4837,Audi A3,20999.0,Manual,21661.0,85.0,0.0
4838,Audi A3,20999.0,Manual,17500.0,85.0,0.0
4839,Audi A3,20999.0,Manual,23897.0,85.0,0.0
4840,Audi A3,20999.0,Manual,19980.0,85.0,0.0
4841,Audi A3,20999.0,Manual,19980.0,85.0,0.0
4842,Audi A3,20995.0,Manual,4500.0,85.0,0.0
4843,Audi A3,20990.0,Manual,11000.0,85.0,1.0
4844,Audi A3,20999.0,Manual,30891.0,85.0,0.0
4845,Audi A3,20990.0,Manual,21425.0,85.0,0.0
4846,Audi A3,20999.0,Manual,25737.0,85.0,0.0
4847,Audi A3,20990.0,Manual,14450.0,85.0,1.0
4848,Audi A3,20990.0,Manual,19800.0,85.0,1.0
4849,Audi A3,20990.0,Manual,11000.0,85.0,1.0
4850,Audi A3,20990.0,Manual,22792.0,85.0,0.0
4851,Audi A3,20800.0,Manual,23300.0,85.0,0.0
4852,Audi A3,20990.0,Manual,8430.0,85.0,1.0
4853,Audi A3,20800.0,Manual,20000.0,85.0,0.0
4854,Audi A3,20800.0,Manual,18000.0,85.0,0.0
4855,Audi A3,20800.0,Manual,16749.0,85.0,0.0
4856,Audi A3,20799.0,Manual,17059.0,85.0,0.0
4857,Audi A3,20793.0,Manual,20.0,85.0,1.0
4858,Audi A3,20750.0,Manual,8400.0,85.0,1.0
4859,Audi A3,20790.0,Manual,27200.0,85.0,1.0
4860,Audi A3,20750.0,Manual,22455.0,85.0,0.0
4861,Audi A3,20750.0,Manual,13800.0,85.0,1.0
4862,Audi A3,20750.0,Manual,17863.0,85.0,0.0
4863,Audi A3,20750.0,Manual,18603.0,85.0,0.0
4864,Audi A3,20750.0,Manual,25000.0,85.0,0.0
4865,Audi A3,20700.0,Manual,15149.0,85.0,0.0
4866,Audi A3,20700.0,Manual,16000.0,85.0,1.0
4867,Audi A3,20750.0,Manual,12000.0,85.0,1.0
4868,Audi A3,20750.0,Manual,27638.0,85.0,1.0
4869,Audi A3,20690.0,Manual,22016.0,85.0,0.0
4870,Audi A3,20700.0,Manual,21511.0,85.0,0.0
4871,Audi A3,20980.0,Manual,290.0,85.0,1.0
4872,Audi A3,20980.0,Manual,16500.0,85.0,0.0
4873,Audi A3,20550.0,Manual,1085.0,85.0,0.0
4874,Audi A3,20950.0,Manual,27085.0,85.0,1.0
4875,Audi A3,20950.0,Manual,11500.0,85.0,0.0
4876,Audi A3,20950.0,Manual,21308.0,85.0,1.0
4877,Audi A3,20950.0,Manual,21308.0,85.0,1.0
4878,Audi A3,20950.0,Manual,9500.0,85.0,0.0
4879,Audi A3,20950.0,Manual,20.0,85.0,1.0
4880,Audi A3,20950.0,Manual,28603.0,85.0,0.0
4881,Audi A3,20950.0,Manual,19467.0,85.0,1.0
4882,Audi A3,20950.0,Manual,19467.0,85.0,1.0
4883,Audi A3,20940.0,Manual,32823.0,85.0,1.0
4884,Audi A3,20920.0,Manual,8589.0,85.0,0.0
4885,Audi A3,20500.0,Manual,1015.0,85.0,0.0
4886,Audi A3,20550.0,Manual,27357.0,85.0,0.0
4887,Audi A3,20500.0,Manual,18000.0,85.0,0.0
4888,Audi A3,20500.0,Manual,6830.0,85.0,0.0
4889,Audi A3,20500.0,Manual,8275.0,85.0,0.0
4890,Audi A3,20500.0,Manual,1.0,85.0,0.0
4891,Audi A3,20500.0,Manual,25000.0,110.0,0.0
4892,Audi A3,20500.0,Manual,10973.0,85.0,0.0
4893,Audi A3,20500.0,Manual,13500.0,85.0,0.0
4894,Audi A3,20500.0,Manual,17000.0,85.0,0.0
4895,Audi A3,20500.0,Manual,15829.0,85.0,0.0
4896,Audi A3,20500.0,Manual,14999.0,85.0,0.0
4897,Audi A3,20499.0,Manual,15750.0,85.0,0.0
4898,Audi A3,20490.0,Manual,6750.0,85.0,0.0
4899,Audi A3,20900.0,Manual,16316.0,85.0,0.0
4900,Audi A3,20490.0,Manual,4700.0,85.0,0.0
4901,Audi A3,20500.0,Manual,25884.0,85.0,0.0
4902,Audi A3,20466.0,Manual,20744.0,85.0,0.0
4903,Audi A3,20900.0,Manual,10.0,85.0,0.0
4904,Audi A3,20490.0,Manual,4000.0,85.0,0.0
4905,Audi A3,20900.0,Manual,26000.0,85.0,1.0
4906,Audi A3,20900.0,Manual,28110.0,85.0,0.0
4907,Audi A3,20900.0,Manual,33400.0,85.0,1.0
4908,Audi A3,20900.0,Manual,26000.0,85.0,1.0
4909,Audi A3,20900.0,Manual,18800.0,85.0,0.0
4910,Audi A3,20900.0,Manual,21270.0,85.0,0.0
4911,Audi A3,20900.0,Manual,10.0,85.0,0.0
4912,Audi A3,20900.0,Manual,17720.0,85.0,0.0
4913,Audi A3,20900.0,Manual,20717.0,85.0,0.0
4914,Audi A3,20900.0,Manual,10.0,85.0,0.0
4915,Audi A3,20900.0,Manual,17720.0,85.0,0.0
4916,Audi A3,20900.0,Manual,23494.0,85.0,0.0
4917,Audi A3,20900.0,Manual,8000.0,85.0,0.0
4918,Audi A3,20900.0,Manual,27425.0,85.0,0.0
4919,Audi A3,20900.0,Manual,6746.0,85.0,0.0
4920,Audi A3,20900.0,Manual,8340.0,85.0,0.0
4921,Audi A3,20900.0,Manual,10.0,85.0,0.0
4922,Audi A3,20899.0,Manual,24465.0,85.0,0.0
4923,Audi A3,20900.0,Manual,27350.0,85.0,0.0
4924,Audi A3,20890.0,Manual,0.0,85.0,0.0
4925,Audi A3,20890.0,Manual,7066.0,85.0,0.0
4926,Audi A3,20900.0,Manual,22009.0,85.0,0.0
4927,Audi A3,20890.0,Manual,16100.0,85.0,0.0
4928,Audi A3,20890.0,Manual,24150.0,85.0,0.0
4929,Audi A3,20890.0,Manual,26584.0,85.0,0.0
4930,Audi A3,20890.0,Manual,21032.0,110.0,1.0
4931,Audi A3,20889.0,Manual,1250.0,85.0,1.0
4932,Audi A3,20890.0,Manual,19137.0,85.0,0.0
4933,Audi A3,20890.0,Manual,7717.0,85.0,0.0
4934,Audi A3,20880.0,Manual,9376.0,85.0,0.0
4935,Audi A3,20880.0,Manual,20100.0,85.0,0.0
4936,Audi A3,20800.0,Manual,37500.0,85.0,0.0
4937,Audi A3,20845.0,Manual,5074.0,85.0,0.0
4938,Audi A3,20840.0,Manual,21828.0,85.0,1.0
4939,Audi A3,20830.0,Manual,21851.0,85.0,0.0
4940,Audi A3,20450.0,Manual,15101.0,85.0,1.0
4941,Audi A3,20854.0,Manual,7988.0,85.0,1.0
4942,Audi A3,20800.0,Manual,20750.0,85.0,0.0
4943,Audi A3,20450.0,Manual,18112.0,85.0,1.0
4944,Audi A3,20450.0,Manual,10935.0,85.0,1.0
4945,Audi A3,20400.0,Manual,8500.0,85.0,1.0
4946,Audi A3,20400.0,Manual,19200.0,85.0,0.0
4947,Audi A3,20398.0,Manual,13812.0,85.0,1.0
4948,Audi A3,20400.0,Manual,17000.0,85.0,0.0
4949,Audi A3,20400.0,Manual,15574.0,85.0,0.0
4950,Audi A3,20445.0,Manual,26741.0,85.0,0.0
4951,Audi A3,20390.0,Manual,5250.0,85.0,1.0
4952,Audi A3,20360.0,Manual,0.0,85.0,0.0
4953,Audi A3,21520.0,Manual,10.0,110.0,0.0
4954,Audi A3,21700.0,Manual,20557.0,85.0,0.0
4955,Audi A3,21700.0,Manual,20919.0,85.0,0.0
4956,Audi A3,21700.0,Manual,21088.0,85.0,0.0
4957,Audi A3,21700.0,Manual,20919.0,85.0,0.0
4958,Audi A3,21700.0,Manual,20557.0,85.0,0.0
4959,Audi A3,21700.0,Manual,0.0,110.0,0.0
4960,Audi A3,21695.0,Manual,3800.0,85.0,0.0
4961,Audi A3,21690.0,Manual,9621.0,85.0,1.0
4962,Audi A3,21690.0,Manual,12000.0,85.0,0.0
4963,Audi A3,21790.0,Manual,14450.0,85.0,1.0
4964,Audi A3,21790.0,Manual,7900.0,85.0,0.0
4965,Audi A3,21790.0,Manual,4700.0,85.0,0.0
4966,Audi A3,21790.0,Manual,6750.0,85.0,0.0
4967,Audi A3,21800.0,Manual,12200.0,85.0,0.0
4968,Audi A3,21800.0,Manual,17676.0,85.0,0.0
4969,Audi A3,21800.0,Manual,25940.0,85.0,0.0
4970,Audi A3,21800.0,Manual,15000.0,85.0,0.0
4971,Audi A3,21800.0,Manual,14160.0,85.0,0.0
4972,Audi A3,21790.0,Manual,25000.0,85.0,0.0
4973,Audi A3,21790.0,Manual,27000.0,85.0,1.0
4974,Audi A3,21762.0,Manual,6648.0,85.0,1.0
4975,Audi A3,21750.0,Manual,34000.0,85.0,0.0
4976,Audi A3,21750.0,Manual,1900.0,85.0,1.0
4977,Audi A3,21740.0,Manual,5610.0,85.0,1.0
4978,Audi A3,21729.0,Manual,6226.0,85.0,0.0
4979,Audi A3,21700.0,Manual,26500.0,110.0,1.0
4980,Audi A3,21700.0,Manual,13076.0,85.0,0.0
4981,Audi A3,21700.0,Manual,13259.0,85.0,0.0
4982,Audi A3,21700.0,Manual,17071.0,85.0,0.0
4983,Audi A3,21680.0,Manual,4500.0,85.0,0.0
4984,Audi A3,21680.0,Manual,25982.0,110.0,0.0
4985,Audi A3,21650.0,Manual,15070.0,85.0,1.0
4986,Audi A3,21650.0,Manual,8100.0,85.0,1.0
4987,Audi A3,21550.0,Manual,3200.0,85.0,1.0
4988,Audi A3,21640.0,Manual,5230.0,85.0,1.0
4989,Audi A3,21600.0,Manual,26600.0,85.0,0.0
4990,Audi A3,21535.0,Manual,1.0,110.0,0.0
4991,Audi A3,21600.0,Manual,17544.0,85.0,0.0
4992,Audi A3,21600.0,Manual,17863.0,85.0,0.0
4993,Audi A3,23900.0,Automatic,0.0,85.0,1.0
4994,Audi A3,23900.0,Automatic,0.0,85.0,1.0
4995,Audi A3,23900.0,Automatic,0.0,85.0,1.0
4996,Audi A3,23900.0,Automatic,10.0,85.0,0.0
4997,Audi A3,23900.0,Automatic,0.0,85.0,0.0
4998,Audi A3,23900.0,Automatic,80.0,85.0,0.0
4999,Audi A3,24500.0,Automatic,10.0,85.0,0.0
5000,Audi A3,25800.0,Automatic,3477.0,85.0,0.0
5001,Audi A3,25740.0,Automatic,10.0,85.0,0.0
5002,Audi A3,25600.0,Automatic,1.0,140.0,0.0
5003,Audi A3,26825.0,Automatic,36.0,110.0,0.0
5004,Audi A3,26188.0,Automatic,10.0,110.0,0.0
5005,Audi A3,26290.0,Automatic,10.0,85.0,0.0
5006,Audi A3,26188.0,Automatic,10.0,110.0,0.0
5007,Audi A3,26900.0,Automatic,251.0,85.0,0.0
5008,Audi A3,26900.0,Automatic,10.0,85.0,0.0
5009,Audi A3,26990.0,Automatic,25.0,85.0,0.0
5010,Audi A3,26980.0,Automatic,10.0,110.0,0.0
5011,Audi A3,26590.0,Automatic,3500.0,85.0,0.0
5012,Audi A3,26290.0,Automatic,10.0,85.0,0.0
5013,Audi A3,26990.0,Automatic,10.0,110.0,0.0
5014,Audi A3,27400.0,Automatic,4999.0,85.0,1.0
5015,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5016,Audi A3,27450.0,Automatic,0.0,110.0,0.0
5017,Audi A3,27470.0,Automatic,0.0,85.0,0.0
5018,Audi A3,27400.0,Automatic,4999.0,85.0,1.0
5019,Audi A3,27488.0,Automatic,10.0,110.0,1.0
5020,Audi A3,27488.0,Automatic,10.0,110.0,1.0
5021,Audi A3,27450.0,Automatic,0.0,110.0,0.0
5022,Audi A3,27449.0,Automatic,0.0,85.0,0.0
5023,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5024,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5025,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5026,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5027,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5028,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5029,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5030,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5031,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5032,Audi A3,27350.0,Automatic,50.0,85.0,1.0
5033,Audi A3,27400.0,Automatic,6515.0,85.0,0.0
5034,Audi A3,26800.0,Automatic,1.0,85.0,0.0
5035,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5036,Audi A3,27400.0,Automatic,10.0,85.0,0.0
5037,Audi A3,27370.0,Automatic,5800.0,110.0,1.0
5038,Audi A3,27410.0,Automatic,5.0,110.0,1.0
5039,Audi A3,26800.0,Automatic,10.0,85.0,0.0
5040,Audi A3,27350.0,Automatic,50.0,85.0,1.0
5041,Audi A3,27318.0,Automatic,20.0,110.0,0.0
5042,Audi A3,27300.0,Automatic,15500.0,85.0,0.0
5043,Audi A3,27300.0,Automatic,0.0,85.0,0.0
5044,Audi A3,27300.0,Automatic,10.0,85.0,0.0
5045,Audi A3,27300.0,Automatic,5000.0,85.0,0.0
5046,Audi A3,27288.0,Automatic,0.0,110.0,0.0
5047,Audi A3,27300.0,Automatic,0.0,85.0,0.0
5048,Audi A3,27250.0,Automatic,3400.0,85.0,1.0
5049,Audi A3,27230.0,Automatic,10.0,110.0,0.0
5050,Audi A3,27225.0,Automatic,45.0,110.0,0.0
5051,Audi A3,27250.0,Automatic,1.0,110.0,0.0
5052,Audi A3,27200.0,Automatic,0.0,85.0,0.0
5053,Audi A3,27200.0,Automatic,10.0,85.0,0.0
5054,Audi A3,26800.0,Automatic,10.0,85.0,0.0
5055,Audi A3,27116.0,Automatic,1200.0,85.0,0.0
