,make_model,price,gearing_type,km,kw,age
10243,Opel Corsa,10850.0,Manual,15.0,51.0,1.0
10244,Opel Corsa,10848.0,Manual,3.0,51.0,1.0
10245,Opel Corsa,10848.0,Manual,3.0,51.0,1.0
10246,Opel Corsa,10850.0,Manual,10.0,51.0,0.0
10247,Opel Corsa,10848.0,Manual,3.0,51.0,1.0
10248,Opel Corsa,10790.0,Manual,5000.0,55.0,0.0
10249,Opel Corsa,10790.0,Manual,0.0,55.0,0.0
10250,Opel Corsa,10790.0,Manual,5.0,51.0,1.0
10251,Opel Corsa,10790.0,Manual,5.0,51.0,1.0
10252,Opel Corsa,10790.0,Manual,10.0,55.0,0.0
10253,Opel Corsa,10789.0,Manual,150.0,51.0,1.0
10254,Opel Corsa,10779.0,Manual,10.0,51.0,0.0
10255,Opel Corsa,10779.0,Manual,10.0,51.0,0.0
10256,Opel Corsa,10770.0,Manual,0.0,51.0,0.0
10257,Opel Corsa,10790.0,Manual,5.0,51.0,1.0
10258,Opel Corsa,10770.0,Manual,10.0,51.0,0.0
10259,Opel Corsa,10690.0,Manual,0.0,51.0,0.0
10260,Opel Corsa,10765.0,Manual,10.0,55.0,0.0
10261,Opel Corsa,10750.0,Manual,0.0,55.0,0.0
10262,Opel Corsa,10750.0,Manual,0.0,55.0,0.0
10263,Opel Corsa,10720.0,Manual,2.0,51.0,1.0
10264,Opel Corsa,10700.0,Manual,10.0,51.0,0.0
10265,Opel Corsa,10699.0,Manual,10.0,55.0,0.0
10266,Opel Corsa,10690.0,Manual,5.0,51.0,1.0
10267,Opel Corsa,10690.0,Manual,10.0,55.0,0.0
10268,Opel Corsa,10690.0,Manual,15.0,51.0,1.0
10269,Opel Corsa,10690.0,Manual,15.0,51.0,1.0
10270,Opel Corsa,10690.0,Manual,22.0,51.0,1.0
10271,Opel Corsa,10690.0,Manual,5.0,51.0,1.0
10272,Opel Corsa,10690.0,Manual,5.0,51.0,1.0
10273,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10274,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10275,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10276,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10277,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10278,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10279,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10280,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10281,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10282,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10283,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10284,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10285,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10286,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10287,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10288,Opel Corsa,10689.0,Manual,1.0,51.0,0.0
10289,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10290,Opel Corsa,10689.0,Manual,10.0,51.0,0.0
10291,Opel Corsa,10680.0,Manual,0.0,51.0,0.0
10292,Opel Corsa,10141.0,Manual,51.0,51.0,1.0
10293,Opel Corsa,10240.0,Manual,5.0,55.0,0.0
10294,Opel Corsa,10100.0,Manual,0.0,51.0,0.0
10295,Opel Corsa,10083.0,Manual,0.0,51.0,0.0
10296,Opel Corsa,9999.0,Manual,15.0,51.0,1.0
10297,Opel Corsa,10590.0,Manual,10.0,51.0,1.0
10298,Opel Corsa,10590.0,Manual,50.0,51.0,0.0
10299,Opel Corsa,10091.0,Manual,0.0,66.0,0.0
10300,Opel Corsa,10580.0,Manual,0.0,51.0,0.0
10301,Opel Corsa,10490.0,Manual,5.0,51.0,1.0
10302,Opel Corsa,10500.0,Manual,10.0,51.0,0.0
10303,Opel Corsa,10500.0,Manual,20.0,51.0,0.0
10304,Opel Corsa,10499.0,Manual,325.0,51.0,0.0
10305,Opel Corsa,10490.0,Manual,15.0,51.0,0.0
10306,Opel Corsa,10500.0,Manual,0.0,51.0,0.0
10307,Opel Corsa,10490.0,Manual,15.0,51.0,1.0
10308,Opel Corsa,10490.0,Manual,5.0,51.0,1.0
10309,Opel Corsa,10490.0,Manual,5.0,51.0,1.0
10310,Opel Corsa,10490.0,Manual,22.0,51.0,1.0
10311,Opel Corsa,10490.0,Manual,6.0,51.0,1.0
10312,Opel Corsa,9990.0,Manual,10.0,51.0,0.0
10313,Opel Corsa,10490.0,Manual,5.0,51.0,1.0
10314,Opel Corsa,9990.0,Manual,100.0,51.0,0.0
10315,Opel Corsa,9990.0,Manual,10.0,51.0,0.0
10316,Opel Corsa,9990.0,Manual,5.0,51.0,1.0
10317,Opel Corsa,9990.0,Manual,5.0,55.0,1.0
10318,Opel Corsa,9990.0,Manual,12.0,51.0,0.0
10319,Opel Corsa,9990.0,Manual,3.0,51.0,1.0
10320,Opel Corsa,9990.0,Manual,3.0,51.0,1.0
10321,Opel Corsa,9990.0,Manual,8.0,55.0,1.0
10322,Opel Corsa,9990.0,Manual,5.0,51.0,0.0
10323,Opel Corsa,9990.0,Manual,10.0,51.0,1.0
10324,Opel Corsa,9990.0,Manual,10.0,51.0,1.0
10325,Opel Corsa,10290.0,Manual,5.0,51.0,1.0
10326,Opel Corsa,10290.0,Manual,5.0,51.0,1.0
10327,Opel Corsa,10490.0,Manual,22.0,51.0,1.0
10328,Opel Corsa,9990.0,Manual,10.0,51.0,1.0
10329,Opel Corsa,10290.0,Manual,5.0,51.0,1.0
10330,Opel Corsa,10288.0,Manual,10.0,51.0,0.0
10331,Opel Corsa,10288.0,Manual,10.0,51.0,0.0
10332,Opel Corsa,10288.0,Manual,3.0,51.0,1.0
10333,Opel Corsa,10250.0,Manual,22.0,51.0,1.0
10334,Opel Corsa,10250.0,Manual,22.0,51.0,1.0
10335,Opel Corsa,10250.0,Manual,22.0,51.0,1.0
10336,Opel Corsa,10990.0,Manual,5550.0,66.0,1.0
10337,Opel Corsa,10990.0,Manual,30.0,55.0,1.0
10338,Opel Corsa,10990.0,Manual,5000.0,66.0,0.0
10339,Opel Corsa,10990.0,Manual,50.0,55.0,1.0
10340,Opel Corsa,10990.0,Manual,3500.0,66.0,0.0
10341,Opel Corsa,10990.0,Manual,3000.0,66.0,0.0
10342,Opel Corsa,10990.0,Manual,10.0,51.0,0.0
10343,Opel Corsa,10990.0,Manual,3000.0,66.0,0.0
10344,Opel Corsa,10990.0,Manual,5000.0,66.0,0.0
10345,Opel Corsa,11100.0,Manual,0.0,51.0,0.0
10346,Opel Corsa,11100.0,Manual,0.0,51.0,0.0
10347,Opel Corsa,11100.0,Manual,0.0,51.0,0.0
10348,Opel Corsa,11400.0,Manual,200.0,51.0,0.0
10349,Opel Corsa,11400.0,Manual,0.0,51.0,0.0
10350,Opel Corsa,11400.0,Manual,0.0,51.0,0.0
10351,Opel Corsa,11400.0,Manual,4100.0,51.0,0.0
10352,Opel Corsa,11100.0,Manual,0.0,51.0,0.0
10353,Opel Corsa,11400.0,Manual,10.0,51.0,0.0
10354,Opel Corsa,11399.0,Manual,5.0,51.0,0.0
10355,Opel Corsa,11390.0,Manual,100.0,51.0,1.0
10356,Opel Corsa,11400.0,Manual,0.0,51.0,0.0
10357,Opel Corsa,11399.0,Manual,5.0,51.0,0.0
10358,Opel Corsa,11399.0,Manual,5.0,51.0,0.0
10359,Opel Corsa,11390.0,Manual,7.0,55.0,0.0
10360,Opel Corsa,11400.0,Manual,4100.0,51.0,0.0
10361,Opel Corsa,11399.0,Manual,5.0,51.0,0.0
10362,Opel Corsa,11390.0,Manual,1501.0,66.0,1.0
10363,Opel Corsa,11390.0,Manual,7.0,51.0,0.0
10364,Opel Corsa,11390.0,Manual,15.0,51.0,1.0
10365,Opel Corsa,11390.0,Manual,10.0,51.0,0.0
10366,Opel Corsa,11390.0,Manual,10.0,51.0,0.0
10367,Opel Corsa,11333.0,Manual,1.0,51.0,0.0
10368,Opel Corsa,11390.0,Manual,15.0,51.0,1.0
10369,Opel Corsa,11325.0,Manual,1.0,66.0,0.0
10370,Opel Corsa,11300.0,Manual,10.0,51.0,0.0
10371,Opel Corsa,11300.0,Manual,10.0,51.0,0.0
10372,Opel Corsa,11300.0,Manual,10.0,51.0,0.0
10373,Opel Corsa,11300.0,Manual,10.0,51.0,0.0
10374,Opel Corsa,11300.0,Manual,5.0,66.0,0.0
10375,Opel Corsa,11294.0,Manual,0.0,51.0,0.0
10376,Opel Corsa,11294.0,Manual,5.0,51.0,0.0
10377,Opel Corsa,11294.0,Manual,5.0,51.0,0.0
10378,Opel Corsa,11290.0,Manual,10.0,51.0,1.0
10379,Opel Corsa,11290.0,Manual,10.0,51.0,1.0
10380,Opel Corsa,11290.0,Manual,12.0,51.0,1.0
10381,Opel Corsa,11290.0,Manual,5.0,51.0,1.0
10382,Opel Corsa,11290.0,Manual,50.0,66.0,0.0
10383,Opel Corsa,11290.0,Manual,8.0,55.0,0.0
10384,Opel Corsa,11290.0,Manual,10.0,51.0,0.0
10385,Opel Corsa,11280.0,Manual,10.0,66.0,0.0
10386,Opel Corsa,11288.0,Manual,10.0,51.0,1.0
10387,Opel Corsa,11280.0,Manual,12.0,66.0,0.0
10388,Opel Corsa,11270.0,Manual,10.0,51.0,0.0
10389,Opel Corsa,11270.0,Manual,10.0,51.0,0.0
10390,Opel Corsa,11250.0,Manual,100.0,51.0,1.0
10391,Opel Corsa,11250.0,Manual,100.0,51.0,1.0
10392,Opel Corsa,11250.0,Manual,5.0,51.0,1.0
10393,Opel Corsa,11250.0,Manual,15.0,51.0,1.0
10394,Opel Corsa,11251.0,Manual,6000.0,51.0,0.0
10395,Opel Corsa,11250.0,Manual,10.0,51.0,1.0
10396,Opel Corsa,11250.0,Manual,19.0,51.0,1.0
10397,Opel Corsa,11250.0,Manual,10.0,51.0,1.0
10398,Opel Corsa,11250.0,Manual,50.0,51.0,0.0
10399,Opel Corsa,11244.0,Manual,0.0,51.0,0.0
10400,Opel Corsa,11200.0,Manual,10.0,51.0,0.0
10401,Opel Corsa,11240.0,Manual,0.0,66.0,0.0
10402,Opel Corsa,11222.0,Manual,10.0,51.0,0.0
10403,Opel Corsa,11200.0,Manual,1.0,74.0,0.0
10404,Opel Corsa,11250.0,Manual,100.0,51.0,1.0
10405,Opel Corsa,11200.0,Manual,10.0,51.0,0.0
10406,Opel Corsa,11200.0,Manual,10.0,51.0,0.0
10407,Opel Corsa,11190.0,Manual,10.0,51.0,0.0
10408,Opel Corsa,11200.0,Manual,10.0,51.0,0.0
10409,Opel Corsa,11199.0,Manual,8.0,51.0,0.0
10410,Opel Corsa,11199.0,Manual,8.0,51.0,0.0
10411,Opel Corsa,11175.0,Manual,10.0,51.0,0.0
10412,Opel Corsa,11169.0,Manual,5.0,51.0,0.0
10413,Opel Corsa,11190.0,Manual,10.0,51.0,1.0
10414,Opel Corsa,11190.0,Manual,10.0,51.0,0.0
10415,Opel Corsa,11190.0,Manual,15.0,51.0,1.0
10416,Opel Corsa,11169.0,Manual,5.0,51.0,0.0
10417,Opel Corsa,11169.0,Manual,5.0,51.0,0.0
10418,Opel Corsa,11100.0,Manual,1.0,51.0,0.0
10419,Opel Corsa,11030.0,Manual,100.0,55.0,1.0
10420,Opel Corsa,10990.0,Manual,1501.0,74.0,0.0
10421,Opel Corsa,11100.0,Manual,50.0,51.0,0.0
10422,Opel Corsa,11100.0,Manual,50.0,51.0,0.0
10423,Opel Corsa,10990.0,Manual,10.0,51.0,0.0
10424,Opel Corsa,11090.0,Manual,50.0,51.0,0.0
10425,Opel Corsa,11000.0,Manual,0.0,51.0,0.0
10426,Opel Corsa,11000.0,Manual,1.0,51.0,0.0
10427,Opel Corsa,10999.0,Manual,100.0,51.0,1.0
10428,Opel Corsa,11000.0,Manual,0.0,51.0,0.0
10429,Opel Corsa,10999.0,Manual,1.0,66.0,0.0
10430,Opel Corsa,11000.0,Manual,1.0,51.0,0.0
10431,Opel Corsa,11000.0,Manual,1.0,51.0,0.0
10432,Opel Corsa,11335.0,Manual,10.0,55.0,0.0
10433,Opel Corsa,11290.0,Manual,5.0,51.0,0.0
10434,Opel Corsa,10990.0,Manual,12.0,51.0,0.0
10435,Opel Corsa,11100.0,Manual,1.0,55.0,0.0
10436,Opel Corsa,10990.0,Manual,12.0,51.0,0.0
10437,Opel Corsa,10990.0,Manual,3.0,51.0,1.0
10438,Opel Corsa,10995.0,Manual,3916.0,66.0,0.0
10439,Opel Corsa,10990.0,Manual,10.0,55.0,0.0
10440,Opel Corsa,10990.0,Manual,100.0,51.0,0.0
10441,Opel Corsa,10990.0,Manual,10.0,51.0,0.0
10442,Opel Corsa,10990.0,Manual,250.0,66.0,0.0
10443,Opel Corsa,10990.0,Manual,250.0,66.0,0.0
10444,Opel Corsa,10990.0,Manual,12.0,51.0,1.0
10445,Opel Corsa,10990.0,Manual,250.0,66.0,0.0
10446,Opel Corsa,10990.0,Manual,5.0,51.0,0.0
10447,Opel Corsa,10990.0,Manual,1550.0,66.0,0.0
10448,Opel Corsa,10990.0,Manual,3500.0,66.0,0.0
10449,Opel Corsa,10990.0,Manual,5.0,51.0,0.0
10450,Opel Corsa,10990.0,Manual,3000.0,66.0,0.0
10451,Opel Corsa,10990.0,Manual,1501.0,74.0,0.0
10452,Opel Corsa,10990.0,Manual,3000.0,66.0,0.0
10453,Opel Corsa,10990.0,Manual,5.0,55.0,1.0
10454,Opel Corsa,10990.0,Manual,5.0,55.0,0.0
10455,Opel Corsa,10990.0,Manual,50.0,51.0,0.0
10456,Opel Corsa,10990.0,Manual,8.0,55.0,0.0
10457,Opel Insignia,8980.0,Automatic,174564.0,100.0,0.0
10458,Opel Insignia,11000.0,Automatic,154800.0,100.0,0.0
10459,Opel Insignia,12950.0,Automatic,88000.0,100.0,0.0
10460,Opel Insignia,12480.0,Automatic,145945.0,125.0,0.0
10461,Opel Insignia,12980.0,Automatic,156184.0,125.0,0.0
10462,Opel Insignia,13490.0,Automatic,134000.0,125.0,0.0
10463,Opel Insignia,15900.0,Automatic,61000.0,125.0,1.0
10464,Opel Insignia,13490.0,Automatic,99990.0,125.0,0.0
10465,Opel Insignia,13480.0,Automatic,131255.0,125.0,0.0
10466,Opel Insignia,14990.0,Automatic,111984.0,125.0,0.0
10467,Opel Insignia,15300.0,Automatic,63791.0,100.0,0.0
10468,Opel Insignia,15300.0,Automatic,77125.0,1.0,0.0
10469,Opel Insignia,14999.0,Automatic,81167.0,101.0,0.0
10470,Opel Insignia,15300.0,Automatic,73191.0,100.0,0.0
10471,Opel Insignia,16490.0,Automatic,80615.0,125.0,0.0
10472,Opel Insignia,15990.0,Automatic,33938.0,125.0,0.0
10473,Opel Insignia,16490.0,Automatic,63305.0,125.0,1.0
10474,Opel Insignia,17900.0,Automatic,48523.0,125.0,0.0
10475,Opel Insignia,16490.0,Automatic,96760.0,125.0,0.0
10476,Opel Insignia,17900.0,Automatic,60000.0,120.0,0.0
10477,Opel Insignia,17490.0,Automatic,48200.0,100.0,1.0
10478,Opel Insignia,16900.0,Automatic,72583.0,125.0,0.0
10479,Opel Insignia,16900.0,Automatic,47000.0,100.0,0.0
10480,Opel Insignia,17970.0,Automatic,53403.0,125.0,0.0
10481,Opel Insignia,8290.0,Manual,189166.0,88.0,0.0
10482,Opel Insignia,18400.0,Automatic,28725.0,100.0,0.0
10483,Opel Insignia,18400.0,Automatic,44000.0,125.0,0.0
10484,Opel Insignia,18264.0,Automatic,40000.0,125.0,1.0
10485,Opel Insignia,18250.0,Automatic,48500.0,125.0,1.0
10486,Opel Insignia,9690.0,Manual,159000.0,88.0,0.0
10487,Opel Insignia,9650.0,Manual,99000.0,100.0,0.0
10488,Opel Insignia,9850.0,Manual,108000.0,88.0,0.0
10489,Opel Insignia,9850.0,Manual,179000.0,100.0,1.0
10490,Opel Insignia,9750.0,Manual,89000.0,100.0,0.0
10491,Opel Insignia,9650.0,Manual,157000.0,100.0,0.0
10492,Opel Insignia,9650.0,Manual,157000.0,100.0,0.0
10493,Opel Insignia,9650.0,Manual,157000.0,100.0,0.0
10494,Opel Insignia,9580.0,Manual,160542.0,125.0,0.0
10495,Opel Insignia,9500.0,Manual,222346.0,125.0,1.0
10496,Opel Insignia,9480.0,Manual,105121.0,100.0,0.0
10497,Opel Insignia,9450.0,Manual,145000.0,100.0,0.0
10498,Opel Insignia,9280.0,Manual,132242.0,100.0,0.0
10499,Opel Insignia,9350.0,Manual,147000.0,100.0,0.0
10500,Opel Insignia,8980.0,Manual,140387.0,88.0,0.0
10501,Opel Insignia,8913.0,Manual,168729.0,100.0,0.0
10502,Opel Insignia,8600.0,Manual,185000.0,88.0,0.0
10503,Opel Insignia,8980.0,Manual,156686.0,100.0,0.0
10504,Opel Insignia,8980.0,Manual,176744.0,100.0,0.0
10505,Opel Insignia,17999.0,Automatic,69300.0,125.0,1.0
10506,Opel Insignia,18000.0,Automatic,80000.0,125.0,0.0
10507,Opel Insignia,17999.0,Automatic,37550.0,184.0,1.0
10508,Opel Insignia,17990.0,Automatic,68950.0,125.0,1.0
10509,Opel Insignia,17999.0,Automatic,33100.0,125.0,1.0
10510,Opel Insignia,17990.0,Automatic,116926.0,125.0,1.0
10511,Opel Insignia,17999.0,Automatic,46100.0,125.0,0.0
10512,Opel Insignia,17999.0,Automatic,38874.0,101.0,0.0
10513,Opel Insignia,17990.0,Automatic,145000.0,239.0,0.0
10514,Opel Insignia,17989.0,Automatic,51530.0,125.0,0.0
10515,Opel Insignia,17990.0,Automatic,99850.0,184.0,0.0
10516,Opel Insignia,17990.0,Automatic,133100.0,125.0,1.0
10517,Opel Insignia,17990.0,Automatic,57600.0,125.0,1.0
10518,Opel Insignia,17980.0,Automatic,109000.0,125.0,0.0
10519,Opel Insignia,17980.0,Automatic,47600.0,125.0,1.0
10520,Opel Insignia,17490.0,Automatic,58618.0,100.0,1.0
10521,Opel Insignia,17960.0,Automatic,20710.0,100.0,1.0
10522,Opel Insignia,17489.0,Automatic,95990.0,121.0,0.0
10523,Opel Insignia,17950.0,Automatic,54763.0,125.0,1.0
10524,Opel Insignia,17950.0,Automatic,42000.0,100.0,0.0
10525,Opel Insignia,17900.0,Automatic,29610.0,100.0,0.0
10526,Opel Insignia,17480.0,Automatic,50280.0,125.0,0.0
10527,Opel Insignia,17980.0,Automatic,66106.0,125.0,0.0
10528,Opel Insignia,17480.0,Automatic,77050.0,125.0,0.0
10529,Opel Insignia,17480.0,Automatic,63000.0,125.0,1.0
10530,Opel Insignia,17450.0,Automatic,30550.0,100.0,0.0
10531,Opel Insignia,17450.0,Automatic,50908.0,100.0,0.0
10532,Opel Insignia,17300.0,Automatic,57866.0,100.0,0.0
10533,Opel Insignia,17220.0,Automatic,75185.0,125.0,0.0
10534,Opel Insignia,16997.0,Automatic,27291.0,125.0,1.0
10535,Opel Insignia,16990.0,Automatic,12006.0,100.0,1.0
10536,Opel Insignia,17220.0,Automatic,75185.0,125.0,1.0
10537,Opel Insignia,16990.0,Automatic,69784.0,100.0,0.0
10538,Opel Insignia,17900.0,Automatic,77252.0,100.0,0.0
10539,Opel Insignia,16990.0,Automatic,109346.0,143.0,0.0
10540,Opel Insignia,16990.0,Automatic,61500.0,125.0,1.0
10541,Opel Insignia,16990.0,Automatic,52061.0,125.0,1.0
10542,Opel Insignia,16985.0,Automatic,61500.0,125.0,0.0
10543,Opel Insignia,16980.0,Automatic,133650.0,125.0,1.0
10544,Opel Insignia,16990.0,Automatic,46000.0,125.0,1.0
10545,Opel Insignia,17850.0,Automatic,14040.0,125.0,1.0
10546,Opel Insignia,17800.0,Automatic,33000.0,125.0,0.0
10547,Opel Insignia,17900.0,Automatic,71892.0,100.0,0.0
10548,Opel Insignia,17790.0,Automatic,37902.0,184.0,1.0
10549,Opel Insignia,17750.0,Automatic,75690.0,125.0,0.0
10550,Opel Insignia,17700.0,Automatic,64000.0,125.0,1.0
10551,Opel Insignia,17890.0,Automatic,75580.0,125.0,0.0
10552,Opel Insignia,17500.0,Automatic,52100.0,100.0,0.0
10553,Opel Insignia,17500.0,Automatic,76000.0,125.0,0.0
10554,Opel Insignia,17495.0,Automatic,30680.0,100.0,0.0
10555,Opel Insignia,16980.0,Automatic,93335.0,125.0,0.0
10556,Opel Insignia,16950.0,Automatic,117500.0,125.0,0.0
10557,Opel Insignia,16980.0,Automatic,91875.0,125.0,0.0
10558,Opel Insignia,16950.0,Automatic,75990.0,125.0,0.0
10559,Opel Insignia,16950.0,Automatic,84700.0,125.0,0.0
10560,Opel Insignia,16900.0,Automatic,89468.0,125.0,0.0
10561,Opel Insignia,16900.0,Automatic,64000.0,125.0,0.0
10562,Opel Insignia,16850.0,Automatic,100000.0,125.0,0.0
10563,Opel Insignia,16799.0,Automatic,77000.0,125.0,1.0
10564,Opel Insignia,16790.0,Automatic,83197.0,100.0,0.0
10565,Opel Insignia,16790.0,Automatic,83197.0,100.0,0.0
10566,Opel Insignia,16900.0,Automatic,59800.0,125.0,0.0
10567,Opel Insignia,16750.0,Automatic,85988.0,125.0,0.0
10568,Opel Insignia,16690.0,Automatic,97211.0,125.0,0.0
10569,Opel Insignia,16501.0,Automatic,65000.0,125.0,1.0
10570,Opel Insignia,16500.0,Automatic,48000.0,100.0,0.0
10571,Opel Insignia,16500.0,Automatic,75000.0,184.0,1.0
10572,Opel Insignia,16490.0,Automatic,44000.0,100.0,0.0
10573,Opel Insignia,16680.0,Automatic,65500.0,125.0,0.0
10574,Opel Insignia,16490.0,Automatic,52501.0,125.0,1.0
10575,Opel Insignia,16460.0,Automatic,89563.0,125.0,0.0
10576,Opel Insignia,16460.0,Automatic,77708.0,125.0,0.0
10577,Opel Insignia,16420.0,Automatic,85327.0,125.0,0.0
10578,Opel Insignia,16400.0,Automatic,74941.0,100.0,0.0
10579,Opel Insignia,16400.0,Automatic,78762.0,1.0,0.0
10580,Opel Insignia,16400.0,Automatic,68525.0,1.0,0.0
10581,Opel Insignia,16333.0,Automatic,16500.0,125.0,0.0
10582,Opel Insignia,16450.0,Automatic,44000.0,100.0,0.0
10583,Opel Insignia,16000.0,Automatic,53000.0,100.0,0.0
10584,Opel Insignia,15990.0,Automatic,102291.0,125.0,0.0
10585,Opel Insignia,16000.0,Automatic,53000.0,100.0,1.0
10586,Opel Insignia,15990.0,Automatic,81920.0,0.0,0.0
10587,Opel Insignia,15780.0,Automatic,118656.0,125.0,0.0
10588,Opel Insignia,15990.0,Automatic,15146.0,100.0,1.0
10589,Opel Insignia,15990.0,Automatic,79984.0,100.0,0.0
10590,Opel Insignia,15990.0,Automatic,104750.0,125.0,1.0
10591,Opel Insignia,15780.0,Automatic,56000.0,118.0,0.0
10592,Opel Insignia,15748.0,Automatic,71986.0,100.0,0.0
10593,Opel Insignia,15699.0,Automatic,72215.0,125.0,0.0
10594,Opel Insignia,15689.0,Automatic,60244.0,125.0,0.0
10595,Opel Insignia,15600.0,Automatic,60000.0,100.0,0.0
10596,Opel Insignia,15600.0,Automatic,94000.0,100.0,0.0
10597,Opel Insignia,15500.0,Automatic,94700.0,125.0,0.0
10598,Opel Insignia,15499.0,Automatic,32000.0,100.0,0.0
10599,Opel Insignia,15480.0,Automatic,114912.0,125.0,0.0
10600,Opel Insignia,15400.0,Automatic,112789.0,125.0,0.0
10601,Opel Insignia,15400.0,Automatic,52000.0,125.0,0.0
10602,Opel Insignia,15300.0,Automatic,77270.0,100.0,0.0
10603,Opel Insignia,15340.0,Automatic,64324.0,100.0,0.0
10604,Opel Insignia,15300.0,Automatic,67746.0,100.0,0.0
10605,Opel Insignia,15480.0,Automatic,107959.0,125.0,1.0
10606,Opel Insignia,15300.0,Automatic,69145.0,100.0,0.0
10607,Opel Insignia,14480.0,Automatic,50000.0,125.0,0.0
10608,Opel Insignia,15300.0,Automatic,78825.0,100.0,0.0
10609,Opel Insignia,15300.0,Automatic,77982.0,100.0,0.0
10610,Opel Insignia,15300.0,Automatic,62800.0,1.0,0.0
10611,Opel Insignia,14450.0,Automatic,54932.0,100.0,0.0
10612,Opel Insignia,14400.0,Automatic,81076.0,125.0,1.0
10613,Opel Insignia,14480.0,Automatic,86000.0,100.0,1.0
10614,Opel Insignia,14400.0,Automatic,90500.0,100.0,0.0
10615,Opel Insignia,14350.0,Automatic,86000.0,125.0,0.0
10616,Opel Insignia,14200.0,Automatic,34000.0,100.0,1.0
10617,Opel Insignia,14150.0,Automatic,150000.0,125.0,0.0
10618,Opel Insignia,14100.0,Automatic,101291.0,100.0,0.0
10619,Opel Insignia,14000.0,Automatic,92680.0,125.0,0.0
10620,Opel Insignia,13995.0,Automatic,135000.0,100.0,1.0
10621,Opel Insignia,13990.0,Automatic,25259.0,100.0,0.0
10622,Opel Insignia,13990.0,Automatic,157900.0,125.0,1.0
10623,Opel Insignia,13990.0,Automatic,94119.0,125.0,0.0
10624,Opel Insignia,13990.0,Automatic,99000.0,125.0,0.0
10625,Opel Insignia,13990.0,Automatic,59000.0,125.0,0.0
10626,Opel Insignia,13980.0,Automatic,137552.0,125.0,0.0
10627,Opel Insignia,15300.0,Automatic,80000.0,125.0,0.0
10628,Opel Insignia,15250.0,Automatic,130251.0,125.0,1.0
10629,Opel Insignia,13980.0,Automatic,119726.0,125.0,0.0
10630,Opel Insignia,13980.0,Automatic,130805.0,125.0,0.0
10631,Opel Insignia,15220.0,Automatic,42800.0,125.0,1.0
10632,Opel Insignia,15200.0,Automatic,88000.0,125.0,0.0
10633,Opel Insignia,15000.0,Automatic,60000.0,125.0,1.0
10634,Opel Insignia,13980.0,Automatic,104424.0,125.0,0.0
10635,Opel Insignia,14900.0,Automatic,79971.0,100.0,0.0
10636,Opel Insignia,14900.0,Automatic,70000.0,125.0,0.0
10637,Opel Insignia,14900.0,Automatic,91700.0,125.0,1.0
10638,Opel Insignia,14900.0,Automatic,70968.0,125.0,0.0
10639,Opel Insignia,14850.0,Automatic,82800.0,100.0,1.0
10640,Opel Insignia,14800.0,Automatic,40231.0,100.0,0.0
10641,Opel Insignia,14800.0,Automatic,40231.0,100.0,0.0
10642,Opel Insignia,14800.0,Automatic,82381.0,100.0,0.0
10643,Opel Insignia,14590.0,Automatic,82529.0,100.0,0.0
10644,Opel Insignia,14700.0,Automatic,60100.0,100.0,0.0
10645,Opel Insignia,14580.0,Automatic,94220.0,101.0,0.0
10646,Opel Insignia,14500.0,Automatic,88617.0,125.0,0.0
10647,Opel Insignia,14499.0,Automatic,166500.0,125.0,0.0
10648,Opel Insignia,14490.0,Automatic,85000.0,125.0,0.0
10649,Opel Insignia,14490.0,Automatic,100000.0,100.0,0.0
10650,Opel Insignia,14480.0,Automatic,94900.0,125.0,0.0
10651,Opel Insignia,14480.0,Automatic,130774.0,125.0,1.0
10652,Opel Insignia,14480.0,Automatic,106499.0,100.0,1.0
10653,Opel Insignia,14480.0,Automatic,129400.0,125.0,0.0
10654,Opel Insignia,14990.0,Automatic,64000.0,100.0,0.0
10655,Opel Insignia,14990.0,Automatic,86071.0,125.0,0.0
10656,Opel Insignia,14990.0,Automatic,76800.0,100.0,1.0
10657,Opel Insignia,14990.0,Automatic,74017.0,125.0,1.0
10658,Opel Insignia,14990.0,Automatic,68920.0,100.0,1.0
10659,Opel Insignia,14990.0,Automatic,126377.0,125.0,0.0
10660,Opel Insignia,14980.0,Automatic,48700.0,100.0,0.0
10661,Opel Insignia,14980.0,Automatic,78990.0,100.0,0.0
10662,Opel Insignia,14980.0,Automatic,55000.0,100.0,1.0
10663,Opel Insignia,13980.0,Automatic,134487.0,125.0,0.0
10664,Opel Insignia,14980.0,Automatic,100000.0,125.0,0.0
10665,Opel Insignia,13979.0,Automatic,120282.0,125.0,0.0
